pmid,doid
27598287,-1
27595957,-1
27587779,-1
27583168,-1
27580523,-1
27591975,-1
27602310,-1
27582892,-1
27577480,-1
27582107,162
27592482,3996
27603898,-1
27596691,5093
27581227,-1
27667683,-1
27591963,50615
22031865,-1
27602985,162
27591225,-1
27602309,50615
27594834,-1
26466569,-1
19270817,-1
27585741,-1
27595690,-1
27594987,-1
26883990,50615
19946327,-1
27595447,-1
27589798,-1
27576887,3996
27583696,-1
27583466,50686
27576432,-1
27595974,162
17404109,-1
27590151,-1
27578774,-1
27592729,-1
27589477,162
27589200,-1
27585661,162
27595383,-1
27579173,-1
27581114,-1
27588105,50615
27591011,-1
27580244,-1
27587561,50615
19584151,3996
27583261,-1
27582361,-1
27599257,3996
27598640,-1
27590818,-1
27600122,-1
23798429,3996
27580023,-1
27582399,-1
27583470,-1
27580934,-1
27602219,-1
27602074,-1
27598707,-1
27579934,11934
27577277,-1
27585493,3996
27588432,-1
27579299,-1
27581248,3996
27580531,5093
27583189,-1
27585374,-1
27578204,-1
27590575,-1
27599262,193
27578458,11934
27588345,-1
27598438,-1
27592392,-1
27600710,-1
27590007,-1
27595129,-1
27581235,-1
27601653,-1
25823662,-1
27599972,11934
27594171,-1
27591023,-1
27591819,-1
27590776,-1
27581849,-1
27601655,-1
27599503,-1
27595068,162
27600042,-1
27599625,-1
27579791,-1
27579919,-1
27583005,-1
27592680,-1
27579495,-1
27599844,-1
27584067,3996
27601812,162
27581068,-1
27581771,-1
27600055,-1
27576535,5093
27577299,-1
24950457,-1
27589697,-1
27590283,-1
28029918,-1
27592831,-1
27603741,3996
27601600,-1
27583847,-1
27578024,-1
27590282,-1
27601675,-1
27598831,162
27577061,-1
27579996,-1
27585295,-1
27601263,162
27584827,-1
27601018,-1
27595821,-1
27576323,-1
27585559,-1
27590369,11934
27599261,-1
27596297,-1
27594099,-1
27587434,-1
27594817,-1
27588391,-1
27593969,-1
27583237,-1
27583894,-1
27598946,-1
27577330,-1
27601139,-1
27585225,-1
27588532,-1
27577558,-1
27601682,-1
27583157,-1
27587488,3119
27592693,-1
27598330,11934
27585848,3996
27598864,3996
27594799,-1
27577257,-1
27590900,-1
27591485,-1
27593282,-1
27595473,-1
27592465,-1
27591887,50615
27582024,-1
27582117,-1
27581318,-1
27598131,-1
27579143,-1
27599635,-1
27600479,-1
28487883,-1
27577019,-1
27592049,-1
27591973,-1
27592361,-1
26388957,-1
27600873,3996
27583231,-1
27604072,-1
27603117,3996
27593786,-1
29361468,-1
27578823,-1
27599805,-1
27603936,-1
27580471,-1
27584873,-1
27591138,-1
27598720,-1
27585992,-1
27583574,-1
27602971,1909
27591144,-1
27590532,-1
27579838,3996
27583220,-1
24652201,-1
27584786,3996
27578247,-1
27586689,-1
27586290,-1
27594873,-1
27589677,-1
27599869,50615
27580306,-1
27597251,-1
27584068,-1
27585213,-1
27601859,-1
27586320,-1
27600024,-1
27593528,-1
27592170,3996
27577020,-1
26497685,-1
27593681,-1
27594715,-1
27598888,-1
27583233,-1
27600721,-1
27597901,-1
27585243,-1
27601963,-1
27592099,-1
27591205,-1
27598160,-1
24950987,-1
27760111,-1
27592560,50615
27589668,-1
27583589,-1
27589816,-1
27601031,50686
27584955,-1
27591915,-1
27583256,-1
27595096,11934
27594323,-1
27597246,-1
27589031,-1
27587524,-1
27603533,-1
27585411,-1
27600617,-1
27576869,-1
25210794,-1
27579673,-1
27603188,-1
27590417,-1
27598167,-1
27587461,-1
27602306,-1
27583066,-1
27587528,-1
27593458,-1
27601553,-1
27581104,50615
27593365,-1
27588426,-1
27596550,-1
27586829,3996
27587806,-1
27603119,50686
27582540,-1
20439456,-1
27589519,-1
27585480,-1
27602027,-1
27598805,-1
27584817,50615
27602344,-1
27599999,-1
27585479,-1
22619677,-1
27592400,-1
27578580,-1
27600524,-1
27597958,3996
27584085,-1
27584576,-1
27578001,-1
27585620,-1
27591558,5093
27594310,-1
27583866,-1
27589873,-1
27600164,-1
27583833,-1
27598486,-1
27576775,11934
27579562,-1
27601191,-1
27582115,-1
25121551,-1
27579985,-1
27588385,-1
27585496,-1
27588525,-1
23158522,-1
27601956,-1
27602496,-1
27600815,11934
27581158,-1
27597856,5093
27668655,-1
27581009,3996
27581494,-1
27592479,-1
17332364,-1
27580324,-1
27581365,-1
27583081,-1
27582735,-1
27596376,-1
27602226,3996
27589678,-1
15256422,3996
27579801,-1
27601010,-1
27582263,-1
27596344,-1
27592196,-1
27587778,-1
27581091,50686
27578312,-1
27603010,-1
27597301,5093
27588577,-1
27576486,-1
23674493,-1
27589862,-1
27591567,-1
27588267,162
27586832,-1
27577792,-1
27576666,50615
27579976,-1
27588871,3996
27588870,-1
27577928,-1
27584708,5093
27585558,-1
27587885,-1
27604035,-1
27596559,-1
22396666,-1
27600443,-1
27594151,3996
27591578,-1
27578317,-1
27586492,-1
27598808,-1
20944090,-1
27598301,-1
27580435,-1
27590092,-1
27589515,-1
27595001,-1
27583356,-1
27589038,-1
27601424,-1
27603919,-1
27599208,-1
27589400,-1
27581996,-1
27581482,-1
27599980,-1
27576708,3996
27577905,-1
27585228,-1
27594337,-1
27587651,-1
27579256,3996
27578496,-1
27586003,-1
27579041,-1
27583108,-1
22431701,50615
27579205,-1
27594596,-1
27591807,-1
27590709,3093
27579787,-1
27908594,-1
27594441,-1
27586461,-1
27594861,162
27578009,-1
27596856,-1
8641976,50615
27598743,-1
27579745,-1
27597907,-1
27594071,-1
27591747,11934
27595312,-1
27578557,-1
27598299,-1
27585615,-1
27588032,-1
27592683,3996
27580082,-1
27590778,3996
27593373,-1
23965901,-1
27593178,50615
27588159,11934
27581739,-1
20846399,-1
27577275,-1
27586187,-1
27596530,-1
27602107,-1
27591620,-1
27578515,-1
27589491,5093
27591573,-1
12509970,-1
27580448,-1
27578978,-1
27603747,-1
27586127,-1
27589072,-1
27591446,-1
26716414,-1
27598235,-1
27595392,50686
27598312,-1
27590862,162
21494621,-1
27582042,-1
27599935,-1
27580745,-1
19553641,-1
27598706,-1
26920887,5093
23287563,-1
27591722,50615
27577676,-1
27601808,162
27590468,-1
27596136,162
27580893,-1
27592448,-1
27587346,-1
27594516,-1
27580231,3996
27583534,-1
27576471,-1
27598145,3996
27577716,3093
27578363,11934
27600311,-1
27599461,3996
27599518,-1
27576362,-1
27601396,3996
27587688,-1
27576559,5093
27576536,-1
27590305,-1
27581178,-1
27602065,-1
27580260,162
27598418,-1
27595574,50615
27578019,-1
25658695,-1
25416950,-1
27593213,3093
27599055,-1
27591210,-1
27580465,-1
27585987,-1
27576737,-1
27599080,-1
26811421,-1
27582986,-1
27596967,-1
27592464,-1
27751729,5093
27602253,3093
17686547,60100
27588602,-1
27592142,-1
27586514,3996
27599005,-1
27585195,-1
27581062,-1
27586989,-1
27598802,-1
24296828,-1
27591233,-1
27585441,-1
27602759,-1
27600723,-1
27601138,-1
27580158,3070
27588918,-1
27594555,3996
27589340,-1
27587447,-1
27583805,-1
27594329,-1
21883677,60100
27603150,-1
27590596,-1
27588149,-1
27591677,-1
27589775,3996
27601336,-1
26608120,-1
27580317,3996
20525993,-1
27585216,-1
27580161,-1
27586371,-1
27589714,-1
27583297,3996
27579521,-1
27590972,5093
27596435,5093
27589666,-1
27600440,-1
26956051,-1
27595409,-1
20088962,-1
27597267,-1
26802149,-1
27578053,-1
27586591,-1
27596293,-1
27593857,-1
27598385,-1
27598059,-1
27597435,11934
26221234,-1
27586331,-1
28659444,-1
27577336,-1
27580713,-1
27588089,-1
27585033,-1
27594448,3093
27597854,-1
27595142,-1
27600817,5093
27582284,5093
27578347,-1
27593980,-1
27594951,-1
27577700,-1
27593209,-1
27582449,-1
27589510,-1
27581097,-1
475,3996
27602200,-1
27584610,-1
27581904,-1
27581221,162
27591723,50686
27593106,162
20368538,-1
27600611,-1
27581470,-1
27597166,-1
27599236,11934
27578827,-1
27599575,-1
27591065,-1
27582708,170
27583247,11934
27590308,-1
27603418,50615
27581919,-1
27602551,-1
27578583,-1
27579723,-1
27594426,-1
27578411,3119
27591230,-1
27601674,-1
27590157,-1
27602806,-1
27586455,-1
27580040,-1
27586002,-1
27587056,-1
27598233,-1
27577527,50615
27590021,-1
26984080,-1
27600101,-1
27580335,-1
12497061,162
27582874,-1
27601271,-1
27586808,-1
27590156,-1
27590098,-1
27591231,-1
27589815,-1
27602417,-1
27590339,-1
27581551,-1
27581443,-1
27576902,-1
27577202,-1
27594160,5093
27588337,-1
23620406,-1
27579911,-1
27600301,-1
27585935,-1
27582694,-1
27581440,-1
27585442,-1
27591521,-1
27592422,-1
27581368,-1
27601596,-1
27595922,-1
27594085,-1
27602102,-1
27581612,3996
27587077,50615
27598400,-1
27593920,-1
27590787,-1
27583554,-1
27599112,-1
27581946,-1
16690963,-1
27591946,-1
17470858,3996
27580897,50686
23888070,-1
27582644,-1
27584558,-1
27586301,50615
23355941,-1
27602530,-1
27580631,-1
27578531,5093
11070098,-1
27588238,-1
27595000,-1
27579727,-1
27599364,-1
27576880,-1
27595459,-1
27580903,-1
27581148,-1
27603550,-1
27576344,3996
27603791,50615
27588242,-1
27583639,-1
27591209,-1
27582491,-1
27582875,11934
27588334,-1
27593733,-1
27585604,-1
27582134,11934
27596380,-1
27580188,-1
27587814,-1
27582738,-1
27587682,50686
27154293,3996
27580454,-1
27591463,3996
27587823,-1
27593472,-1
27603100,-1
27580533,-1
27603949,-1
27586549,-1
27588752,-1
27579772,-1
27603792,50615
27596011,50686
27580729,-1
27602105,-1
27576510,-1
27601903,-1
27590829,-1
27590064,-1
27579918,-1
27576487,3996
27593688,3093
27584800,-1
27591355,3996
27577234,-1
27596488,-1
27579881,-1
27602213,5093
27599072,-1
27598691,-1
22901364,3996
27602096,5093
27589669,-1
27582721,-1
27581450,-1
27592865,-1
27586786,-1
27588306,-1
27591771,-1
27577427,-1
27585687,-1
27585105,-1
27581925,-1
27587489,-1
27576447,-1
27579988,-1
27588392,-1
27576908,5093
27602109,-1
27577862,-1
27582126,-1
27577260,-1
27583139,-1
27579401,5093
27579181,-1
27587002,-1
27585246,3996
27580909,-1
27581327,-1
27590006,-1
22658127,-1
27588690,-1
27578337,-1
27600337,3996
27590741,-1
27600836,-1
27587470,-1
27590107,-1
27601593,-1
27596824,-1
27602112,-1
27583544,-1
27590349,-1
27589748,-1
27581129,-1
27595429,-1
27595226,-1
27580148,-1
27581626,-1
24444711,-1
27579249,-1
27590159,-1
23891158,-1
27580748,-1
27587379,-1
27587993,-1
27580179,-1
27600962,-1
29573941,-1
27590385,-1
27589874,-1
27591478,-1
27597552,-1
27595133,-1
27597517,-1
27588691,193
27596294,-1
27598852,-1
26204491,3996
27580963,-1
27579357,3996
27600507,-1
27591835,3996
27591491,3996
27579713,-1
15581051,-1
27601455,3996
27577494,-1
27592450,-1
27599559,-1
26404902,-1
27597970,-1
27583140,-1
27580248,3996
27584601,-1
27599732,162
27596932,-1
27581015,-1
27580235,162
27588542,-1
27592219,-1
27602189,-1
15911866,-1
27588188,5093
27595936,-1
26193344,-1
27591869,50615
27600073,-1
27601597,-1
27581144,-1
27586157,-1
27598721,-1
27577364,-1
27586171,-1
27602734,5093
27589880,-1
27602413,-1
27583909,-1
22802530,-1
28102887,-1
27599491,-1
17661816,-1
27588051,-1
27582099,-1
27579604,-1
27594384,-1
27585304,3996
27578329,-1
27599059,-1
27603971,-1
24653627,-1
27598210,-1
27583266,-1
27603023,-1
27580201,-1
27601483,-1
27603211,-1
27577402,5093
27603764,-1
27586319,-1
27578049,-1
27589735,-1
26061751,11934
27579912,-1
27584003,-1
27592433,-1
27598804,3996
27580245,-1
27576369,162
27599033,-1
27586138,-1
27585078,-1
27600363,-1
27876675,-1
27601361,-1
26674132,-1
27577185,-1
27587694,-1
27601450,-1
27596520,-1
21895409,-1
27592097,-1
27599201,-1
15746584,-1
27602892,-1
22617127,-1
27583127,-1
27601354,3996
27588418,-1
27580521,-1
27582354,3996
27603510,-1
27581164,-1
27580242,-1
27591121,5093
27591929,-1
27604042,-1
27592222,-1
27601492,-1
27581058,-1
24740294,-1
27585303,-1
19652056,-1
27597398,5093
27600627,-1
25624430,-1
18698025,-1
27602956,-1
27590529,-1
23797736,-1
27586847,50615
27598169,-1
27603391,-1
28103611,-1
27600784,-1
27580575,-1
27591076,-1
27601001,-1
27603016,-1
27576932,-1
27593900,-1
27595446,162
27580223,3996
27580945,-1
22034911,-1
27595699,-1
27603701,-1
27588116,-1
27594879,50686
26899019,-1
27599469,162
25862853,-1
27586866,-1
27601223,-1
27579744,-1
27586958,-1
27594842,-1
27578171,-1
27586714,162
27582709,-1
27603342,3996
27583027,50615
25517749,-1
27590074,-1
27602276,-1
26989027,-1
27601269,-1
27586939,-1
27577532,-1
27586484,-1
27576931,3996
27595701,3996
27593558,-1
27595243,-1
27587903,-1
27579741,-1
23602601,3996
26181256,-1
27586022,-1
27580352,-1
27594397,162
27589231,-1
27590650,5093
27591748,-1
150,3996
27577349,-1
27582382,-1
27592714,-1
27595795,-1
27590451,-1
27603785,3996
27592455,-1
27586099,-1
27577105,-1
27577249,-1
27599674,-1
27588028,-1
27595075,-1
27591858,-1
27585603,3996
25504439,-1
27594423,-1
27603348,-1
27599440,-1
27447864,-1
27577913,-1
27592067,-1
27599736,-1
27578387,-1
27581203,-1
27577969,-1
27589948,50686
27586645,-1
27600279,-1
18927303,-1
23131561,-1
27587140,-1
27580833,-1
27594396,60100
27590718,-1
15758010,-1
27601429,-1
27588868,-1
27583024,3996
27576340,-1
27576930,-1
27586491,-1
27595722,-1
27595700,-1
27601439,-1
27576909,-1
27595434,60100
27591294,162
27587349,-1
27586101,-1
27581480,-1
23321257,-1
16278407,-1
27819322,3996
27581154,162
27596114,-1
27583125,-1
27603092,-1
27592834,-1
27583766,-1
27597637,-1
27585926,-1
27593520,-1
27590460,-1
27599748,-1
27578840,-1
27603361,-1
27584820,-1
27595584,-1
27581013,-1
27577388,-1
27599111,-1
27577888,-1
27598569,-1
27600582,-1
27599153,3996
27579859,60100
27576718,-1
27603499,-1
27579994,-1
27592501,-1
21098728,3996
27591313,-1
27585590,-1
27592094,-1
27585832,50686
27598807,-1
27577995,-1
27596542,-1
27578813,-1
27595932,-1
27594409,-1
27594572,-1
27579222,-1
27585361,-1
27578214,-1
27577067,-1
27582301,-1
27593555,-1
27586615,-1
27596806,50615
27584910,-1
27578221,-1
27582434,-1
27588194,-1
25180155,-1
27595951,-1
27592461,-1
27587359,-1
27599660,-1
27587061,-1
27578023,-1
27586584,-1
27577778,-1
27599614,-1
27589269,-1
27592037,-1
27584560,-1
27589047,3996
27581743,-1
27590618,-1
27583588,-1
27585770,5093
27579857,5093
27582725,-1
27580636,-1
27593928,-1
27593843,-1
27577867,3996
27591665,5093
24356815,-1
27596846,-1
27603101,5093
26090720,162
28490463,-1
27579329,-1
27578852,3996
27577286,11934
27601410,-1
27587188,-1
27597892,-1
27588840,5093
27594663,-1
27595567,-1
27590132,-1
27588499,3996
27577206,-1
27577927,-1
27582462,-1
27601393,-1
27597295,-1
24671364,-1
27593775,5093
27587369,60100
27601017,-1
27586498,5093
27601176,-1
27582873,5093
27602719,-1
27579039,3996
27600450,-1
27601526,-1
27582758,-1
27586076,-1
27599126,-1
27578059,-1
26837699,50686
27578991,3996
27585478,3996
27590905,-1
27592503,-1
27598693,-1
27598763,-1
27588401,-1
27591238,162
27599937,50615
27864346,-1
27591862,50615
27585107,-1
27580010,-1
27595942,-1
27599378,-1
27592744,5093
25542057,3996
21931113,-1
27596085,-1
27595039,-1
27579832,-1
27577491,-1
27596243,3996
27580266,-1
27594438,-1
26398480,-1
27587944,-1
27601012,-1
27594603,-1
27580249,-1
27588160,-1
27612423,-1
27585624,-1
27582067,-1
27576322,-1
27599465,-1
27601270,3996
27582396,-1
27590967,-1
27589722,-1
27586868,-1
26464169,-1
27602945,-1
20826716,-1
27587174,-1
27595613,-1
27590086,-1
27577855,3996
27583993,-1
27586586,-1
27580002,-1
27592598,-1
27592243,162
27600541,-1
27580222,3996
26645196,-1
27577779,-1
27599552,-1
27588220,3996
27583312,-1
27587225,-1
27599886,-1
27589991,-1
27584719,5093
27594153,-1
27591379,-1
27583184,5093
27600680,5093
27594416,-1
27597973,-1
27595426,60100
27590379,-1
27591856,50615
27581175,-1
27583581,-1
27598142,-1
27585481,-1
27589085,3996
27598861,162
27593616,50615
27593512,-1
25952648,-1
27582152,-1
20026798,5093
27594288,-1
27578618,-1
27602951,-1
27582081,-1
27579762,-1
17704924,-1
27590113,-1
27584662,-1
27603513,-1
27594558,-1
27592397,-1
27590724,-1
27579799,50686
27594888,-1
27590566,-1
27590653,-1
27587700,-1
27579237,-1
27598263,-1
27579219,-1
27599656,-1
27592682,11934
27594792,-1
27598106,-1
27587042,-1
25962717,-1
27596215,5093
27581069,-1
27600771,-1
27598274,-1
27588875,-1
27582022,11934
27581096,-1
27578811,-1
27581649,-1
27588417,-1
27600361,5093
27595398,3996
27580401,-1
27581995,5093
27578390,50686
27597780,-1
27591582,-1
27596552,-1
27582769,-1
27601129,3996
27583400,-1
27601721,-1
27578416,-1
27595177,-1
27603803,-1
27577582,-1
27577752,-1
27579720,-1
27589576,3996
27577962,-1
27585983,-1
27589397,-1
24927325,-1
27598249,-1
27590011,50615
27598561,-1
27589603,-1
27588138,-1
27577859,-1
27590746,-1
27597881,-1
16990784,-1
27598587,-1
19718445,-1
27594299,-1
27599983,-1
27578372,-1
27589236,-1
27589207,-1
27588217,3119
27587462,3996
27603401,3996
27577042,-1
27588834,-1
27592514,5093
27592058,-1
27578960,5093
27592215,-1
27597882,-1
27600519,3996
27589829,3119
27582460,-1
27587802,-1
27582299,-1
27584575,3996
27586712,-1
27582680,-1
27600185,-1
27595285,11934
27580613,5093
27595522,3996
27593083,-1
27589904,-1
27595085,-1
27592098,-1
27580229,-1
23579861,-1
27595588,-1
27600492,-1
27588113,-1
27596509,-1
27596679,5093
27587660,-1
27587831,-1
27584682,-1
26821351,-1
27594108,-1
27593225,60100
27602772,-1
27595525,-1
27600829,-1
27591022,11934
27580339,-1
27599659,-1
27595684,5093
27577967,3093
27600070,-1
27584933,-1
27599719,-1
27596497,-1
27582409,-1
27598308,-1
27581496,-1
25632036,-1
27601611,3996
27599237,-1
27586327,-1
27585638,-1
27594718,-1
27596417,-1
27598999,-1
9829912,50686
27603541,-1
27594853,-1
27598906,-1
27587586,-1
27600018,-1
27602234,-1
27580112,-1
27580758,5093
27582054,-1
27585394,-1
27578401,-1
27599594,-1
27586541,-1
27602138,-1
27577588,-1
27579880,-1
27578801,-1
27580267,-1
27433843,-1
27602484,-1
27594350,-1
27576787,-1
27602061,-1
27599568,11934
27585259,-1
27588596,-1
27595716,5093
27592137,-1
27582996,-1
27582163,-1
27597661,-1
27578266,3996
24478319,5093
27596921,-1
27578808,-1
27597305,-1
27591536,5093
27578412,-1
27602926,-1
27577492,-1
27591889,-1
27598949,-1
23881929,-1
27595953,-1
27602044,-1
27595083,-1
27581532,-1
27599863,3996
27588069,-1
27590147,-1
27595301,-1
27601046,-1
27583017,-1
27600966,5093
27602040,-1
28546144,5093
27596082,-1
27580230,-1
27592556,-1
27601844,-1
27593894,-1
27592076,-1
27588403,-1
27597177,-1
27586066,193
27602562,-1
27602045,5093
27580702,3996
27601766,-1
27598772,-1
27589897,-1
27585027,-1
27599825,-1
27603370,-1
27582720,-1
27582528,3996
27588439,3996
22628360,-1
27599159,-1
27600839,-1
27602508,-1
27599081,-1
27598788,-1
27588550,50686
27595750,-1
27577396,5093
27579273,193
27591064,-1
27580750,-1
27583890,-1
27589245,-1
27276402,-1
27596807,-1
27599621,-1
27580676,-1
27594982,-1
27589353,-1
27593221,5093
11782370,-1
27592258,-1
27581674,-1
27599803,3996
27589536,-1
27593959,-1
27580800,-1
27583821,-1
27601953,50686
27586231,3996
27602088,-1
27602249,-1
27584824,-1
27583101,-1
27587451,-1
27586547,-1
27592047,-1
27590254,-1
27597538,-1
27581379,-1
27355533,-1
28275037,-1
27588574,-1
27602019,-1
27595047,170
27581334,-1
27590832,5093
27579885,-1
27583445,-1
27596423,-1
27581309,60100
27582408,-1
27603317,-1
27596601,-1
27590476,-1
27577923,-1
27590789,-1
27602004,-1
27590491,3996
25538264,3996
27597834,3093
27579856,-1
27588531,162
27593828,-1
27581361,-1
27593285,-1
27593968,-1
27601521,-1
27590134,-1
27601445,-1
27598405,-1
16309541,-1
27580122,-1
27577620,11934
27584026,-1
27581228,3093
27588130,-1
27578144,-1
27593981,-1
27589691,-1
27578391,-1
27602402,-1
25149541,-1
27592245,-1
27599876,-1
24504448,-1
27597429,-1
27600334,-1
27578919,-1
27597128,-1
27587673,-1
23553849,-1
27599893,-1
26161928,-1
27595444,-1
27599528,-1
27595851,162
27597433,-1
27583058,50615
27589540,-1
27591966,3996
27578493,-1
27596020,-1
27584159,-1
27599377,-1
27576859,-1
27585271,-1
27595531,162
27584694,193
27580061,-1
27585736,-1
27600144,-1
27587920,-1
27597549,-1
27582292,-1
27602335,3996
27603918,3996
27585028,-1
27591363,3996
27593965,3996
27580544,-1
27600726,-1
27591662,-1
27600510,5093
27581684,-1
27595514,3996
27600020,-1
26289340,-1
27590492,-1
27603750,-1
27585795,3996
27588158,-1
27579735,-1
27603670,-1
27596428,3093
23340172,-1
26215952,3996
27586485,-1
27580035,-1
27577493,-1
15951308,-1
27589389,-1
29059438,-1
27584813,-1
27580590,-1
27588005,60100
27602262,-1
27593377,-1
27599604,-1
27603396,50615
27577898,-1
27585384,5093
27594706,-1
27594291,-1
27597876,-1
27600493,-1
27592150,-1
27582182,-1
27602597,-1
29054983,-1
27602311,-1
27591063,-1
27597789,-1
27578037,1909
27587667,-1
19357394,-1
27583064,-1
27598967,-1
27593865,5093
27593821,-1
27579861,-1
27583770,-1
27592073,3119
27598365,-1
27595113,-1
27578118,-1
27584663,5093
27582400,-1
27577696,-1
18483379,-1
27601762,-1
27591115,-1
27599997,-1
27601663,50615
27583475,-1
27583709,-1
27601591,-1
27576329,5093
27581372,-1
19874578,-1
27601117,-1
27584578,-1
27594319,-1
27599883,50686
27580146,-1
25232318,-1
27581061,5093
27590440,-1
27590889,-1
27603160,-1
21653686,-1
27598531,-1
27587676,-1
27594570,-1
27580431,-1
27588041,-1
27578184,-1
27603726,-1
27590760,-1
27594961,-1
27578585,5093
27576927,-1
27583362,3996
27590355,-1
27590366,-1
23512992,-1
27578558,-1
27585611,-1
27595490,-1
27601848,3093
27586332,-1
27602953,-1
27595955,-1
27598851,3996
27599118,-1
27588175,-1
27587035,162
27577426,-1
27597546,-1
27576313,-1
27587008,3996
27582085,-1
27596354,-1
27582082,-1
27589210,-1
27587892,-1
27578763,-1
27595303,-1
27599567,-1
27594668,-1
27594736,5093
27589738,-1
27591715,-1
27599448,-1
27589406,-1
27593447,-1
27589695,-1
27603337,5093
27596079,-1
27597908,-1
27592452,-1
27580673,11934
27578056,-1
27587718,-1
27595742,-1
27590333,-1
27579758,-1
27583478,-1
27592476,-1
27600883,-1
27603124,-1
27601009,-1
27581064,-1
27588899,-1
27600847,-1
27600404,-1
27590924,-1
27586250,-1
27580938,-1
27592595,162
27600626,-1
27601888,-1
27601594,-1
27586241,-1
27585834,3996
27598166,3996
27579925,-1
27576531,50615
27578994,5093
27589915,-1
27596828,-1
27593473,-1
27598905,11934
27594444,-1
27596382,-1
27576848,60100
27595456,-1
27590753,-1
27591053,-1
27581441,-1
27577212,-1
27598609,-1
27579771,-1
27600077,-1
20861909,-1
27603333,5093
27594934,-1
21859989,-1
27600867,-1
27601911,-1
27593228,-1
18559588,-1
27584911,-1
27602403,5093
27586441,3996
27582120,-1
27593769,-1
26784937,-1
27580171,-1
27602996,3996
27599634,-1
27595048,-1
27582900,-1
27592511,-1
27601826,-1
27589585,-1
27583004,-1
27582161,5093
27597442,50615
27595938,-1
27579779,-1
27590814,-1
27586150,-1
27594812,-1
26789727,162
27580508,-1
27589069,-1
27597792,-1
27595736,-1
27591992,-1
27598709,-1
27598231,-1
27601659,5093
27580398,-1
27590702,-1
27596600,-1
27586433,-1
27585626,-1
22810696,50615
27577009,-1
27399335,-1
27579260,-1
27601487,-1
27592147,170
27599551,-1
27595527,-1
27579195,-1
27601163,-1
27586410,-1
27586553,-1
21531084,-1
27601501,-1
27590340,-1
27591289,-1
27577324,-1
27578547,-1
28489509,-1
27578913,-1
27602406,-1
27600727,-1
27583638,-1
27580017,60100
27586519,50615
27581378,-1
27588568,-1
27591250,-1
27596426,-1
27599471,-1
27580240,-1
26537258,-1
27586643,50686
27580669,-1
27590048,-1
27586479,-1
27601141,11934
27600038,-1
27586965,-1
27590345,-1
15746676,-1
27598836,50686
27578787,5093
27599358,3996
27042933,-1
27586826,-1
27596411,-1
27586686,-1
27593772,3996
27582617,-1
27582415,-1
27587022,-1
27594866,50686
651,-1
27597536,-1
26046389,-1
28578601,-1
27586755,-1
27583985,-1
27598069,50686
27585951,-1
27581506,11934
27576576,50686
27583845,60100
27592545,-1
27585857,-1
27581892,-1
27590018,-1
27583009,5093
27590171,11934
27590722,-1
27583091,3996
27582133,50686
27579424,-1
27601289,-1
27594547,-1
27584913,50615
27590770,-1
22541434,-1
27603400,-1
27601452,3996
27597758,-1
27603114,-1
27595164,-1
27586420,-1
27589888,-1
27598281,-1
26169613,-1
27588099,3119
27598446,-1
27595084,-1
27592491,-1
27586110,-1
27603168,-1
27594375,-1
27598937,-1
14514923,-1
27588225,-1
27578253,-1
27591588,-1
27576893,5093
27602586,-1
27582339,-1
26987942,-1
27588604,-1
27598835,-1
27577250,-1
20080688,-1
27597145,5093
27581931,-1
27593946,162
24141786,-1
27600096,-1
21331613,-1
27598628,-1
27594693,-1
27597934,-1
27580614,-1
27579244,162
27584554,-1
27599521,-1
27597847,-1
26528855,-1
20841479,-1
27581554,-1
27595175,5093
27592355,-1
27577403,-1
27578838,-1
27596571,60100
27576726,-1
27585585,3996
27592421,-1
27593476,-1
27601920,-1
27598509,-1
25322874,5093
27590761,-1
27600109,5093
27591383,3996
27587695,-1
19339720,-1
27581917,-1
27585500,-1
27597164,-1
27597803,-1
27584027,-1
27578574,-1
27596081,-1
27603411,-1
27589578,5093
27599612,-1
27592007,5093
24962318,-1
27589351,-1
27591960,5093
27593847,-1
27599835,50615
27589571,-1
27592850,-1
27592379,-1
27583887,162
27586954,-1
27599411,-1
27599115,-1
27586246,-1
27599679,-1
27600716,-1
26442524,3996
27600444,-1
27603704,-1
27587571,-1
27577848,-1
27596629,-1
27590673,-1
27577036,5093
27581808,-1
27597287,-1
27586937,5093
27595916,-1
27593084,-1
27578896,-1
25457633,3996
24963404,-1
27583871,-1
27585829,-1
27587557,-1
12432043,3996
27597757,-1
27586270,-1
27599782,-1
24685132,-1
27599901,-1
27595482,162
27601938,-1
27603535,-1
27584814,-1
27585066,60100
27583364,-1
27604062,-1
27590897,5093
27599496,-1
27588824,3996
27593761,3996
27599362,-1
873,-1
27596818,-1
24768329,-1
27590626,-1
27583096,-1
27588270,-1
27581601,-1
27581243,50615
27600688,11934
27580569,-1
27597784,-1
27590183,-1
27601477,-1
27583684,-1
27577758,-1
27599833,5093
27588458,60100
27592123,-1
27583423,-1
27598549,-1
25028698,-1
27595044,-1
27579567,-1
27589891,-1
27581229,60100
27600004,-1
27595440,5093
27590521,-1
27602280,-1
27585698,-1
27592622,-1
26204491,-1
27586856,-1
27594163,-1
27587308,-1
27580452,-1
27579729,-1
27583872,-1
27585867,50615
27586717,3996
27585831,-1
27588255,-1
27588586,-1
27583876,-1
27587856,-1
18161075,50615
27595330,-1
27579730,-1
27587145,-1
27590080,-1
27583904,3996
27586693,-1
27596000,-1
27595810,11934
27582146,-1
27591641,-1
27601676,-1
27593434,-1
27578115,-1
27577084,3996
27587975,-1
27600500,50686
